playerid,Player,Team,Position,Status,Salary,ADP,Age,%D,POINTS_steamer,POINTS_fangraphsdc,POINTS_zipsdc,POINTS_atc,POINTS_thebat,POINTS_zips,MEAN,STD,Rank,Rank_round,ADP_round,Keper_Value,Draft_Value
14212,Josh Hader,SD,RP,uu,6,84.27,28,100%,58.71911346327994,60.75064401697676,62.86344325698426,58.99337976333605,58.16327817558499,62.31764705235257,60.301250954752426,1.808187418389347,40,4.0,7.0,2.0,3.0
19326,Bryan Reynolds,PIT,OF,whitesky,12,81.53,28,100%,59.04722334825889,58.75413669451543,57.28436288827839,59.027653109586154,63.53010902989131,61.59682660029149,59.87338527847027,2.0694379007347,41,4.0,7.0,8.0,3.0
27498,Spencer Strider,ATL,"SP,RP",whitesky,19,34.96,24,100%,57.62976701852165,56.75653640049703,56.538429342724335,63.050559590828094,63.69773501543687,57.763847045418046,59.23947906890434,2.9616920136176517,42,4.0,3.0,15.0,-1.0
12533,Marcus Semien,TEX,"2B,INF",FA,11,29.93,32,100%,55.25122514457749,58.79890405748369,60.46513100621885,57.38227594694139,53.921482900107605,69.18293559326403,59.16699244143217,4.969466551677737,43,4.0,3.0,7.0,-1.0
10310,Zack Wheeler,PHI,SP,Pete,6,46.83,32,100%,57.59087382613835,58.20685976340397,57.49841930985677,61.04233284353475,58.137432061361146,59.615407775543986,58.681887596639825,1.262019096098227,44,4.0,4.0,2.0,0.0
17130,Raisel Iglesias,ATL,RP,whitesky,6,136.22,33,100%,54.99544087412411,57.12870291849907,59.27590380043651,59.36126176040056,60.192920977768665,59.050468940075625,58.33411654521743,1.7564207187481509,45,4.0,12.0,2.0,8.0
12856,George Springer,TOR,OF,FA,1,66.78,33,100%,60.07573935220583,58.9610226692932,59.64628954366775,57.74619207684249,52.060673848700034,60.59351587630857,58.180572227836315,2.8813546555981926,46,4.0,6.0,-3.0,2.0
14162,Carlos Correa,MIN,"SS,INF",Freeman,4,106.53,28,100%,58.17042872511463,57.55032278192412,57.420906526242774,55.97310502779604,58.42683091982589,61.4625844019282,58.16736306380528,1.6672592796929089,47,4.0,9.0,0.0,5.0
14765,Julio Urias,LAD,SP,DN,8,49.78,26,100%,50.65258230703794,55.60228746901129,60.19230210280783,57.26020715884218,62.13915229242468,62.445680724786016,58.04870200915165,4.122488762595604,48,4.0,5.0,4.0,1.0
13074,Yu Darvish,SD,SP,Tomy,4,59.48,36,100%,58.15522731477436,57.40626241248489,57.65645314601829,59.24166099318484,54.83946764352748,60.80460694213384,58.01727974202061,1.820684836548557,49,5.0,5.0,-1.0,0.0
16478,Kyle Schwarber,PHI,OF,Freeman,5,34.01,30,100%,55.0263831137507,56.10304407207378,57.86184596461581,58.43528163566765,56.95776237839263,63.71590206110721,58.01670320426796,2.7810524826760097,50,5.0,3.0,0.0,-2.0
23667,Wander Franco,TB,"SS,INF",Patron#5,20,88.7,22,100%,61.061180480910295,59.85141045566714,58.1232614949088,59.11859736286456,58.44691442563145,51.3300216061931,57.98856430436256,3.1292320595548304,51,5.0,8.0,15.0,3.0
15689,Luis Castillo,SEA,SP,Patron#5,4,52.94,30,100%,55.17323644571482,56.75572484688318,57.84321030872324,58.29846039107622,55.7685496873646,63.131314862773614,57.828416090422614,2.6072204532591714,52,5.0,5.0,-1.0,0.0
12161,Xander Bogaerts,SD,"SS,INF",FA,30,78.02,30,100%,56.66378377960215,56.00336500213876,54.89802444703512,58.72121019368621,58.909142158185404,60.81072568588782,57.667708544422574,1.9991095623388737,53,5.0,7.0,25.0,2.0
27676,Vinnie Pasquantino,KC,"1B,INF",DN,30,94.75,25,100%,58.64728510676771,57.44913953144912,54.933226075697505,59.495288376132265,54.7359842051561,60.28944166743853,57.59172749377354,2.1314564080844245,54,5.0,8.0,25.0,3.0
25931,Michael Harris,ATL,OF,Edgar,30,41.4,21,100%,52.694582464736534,57.40837606592991,57.265670744585414,56.67963609602767,53.14869641329165,66.32747368206836,57.254072577773265,4.478161685663881,55,5.0,4.0,25.0,-1.0
18568,Luis Arraez,MIA,"1B,2B,INF",sfernand,17,224.29,25,99%,55.83029009436087,56.73428389143536,57.47060964486768,55.220525877953946,57.387970805894774,60.800000892608274,57.24061353452015,1.7827874613770678,56,5.0,19.0,12.0,14.0
25764,Bobby Witt Jr.,KC,"3B,SS,INF",DN,30,25.44,22,100%,57.15844828708408,55.833962176493685,55.518043977073674,56.90063303732158,55.547566294645556,62.38950206843597,57.22469264017575,2.3959755504984135,57,5.0,3.0,25.0,-2.0
26410,Alek Manoah,TOR,SP,Champs,20,45.3,25,100%,50.28626783047355,54.43248697072963,57.959801974523316,56.86084537235814,56.481825370707966,64.19337067350237,56.702433032049164,4.1651073741792395,58,5.0,4.0,15.0,-1.0
19566,Nathaniel Lowe,TEX,"1B,INF",sfernand,11,111.67,27,100%,57.579110046785246,55.78202399873494,53.37340027084917,55.93094049008217,56.537969054316505,59.95321545948947,56.526109886709584,1.9875223657130772,59,5.0,10.0,6.0,5.0
19290,Randy Arozarena,TB,OF,FA,20,47.32,28,100%,54.859725760627576,55.60600571425412,54.77271981481728,55.567269020935065,56.96348656451486,61.10027374313819,56.47824676971451,2.1877579226936374,60,5.0,4.0,15.0,-1.0
12916,Francisco Lindor,NYM,"SS,INF",FA,2,38.13,29,100%,53.46221588546076,56.08903982805123,55.382884997708565,56.51266390285767,54.74263927307816,62.36708935799098,56.426088874191215,2.832060616827837,61,6.0,4.0,-4.0,-2.0
12927,Brandon Nimmo,NYM,OF,Edgar,10,138.36,29,100%,57.53373061627301,55.51874609160798,54.050008963884096,55.508202051659524,58.08758306801148,57.25592976088875,56.32570009205415,1.4099139761530322,62,6.0,12.0,4.0,6.0
16578,Yandy Diaz,TB,"3B,INF",FA,20,237.41,31,98%,60.40359339852962,57.07803068548297,54.575939683817396,56.24168601667129,54.048898471117695,54.52454160741923,56.14544831050637,2.1793343124016125,63,6.0,20.0,14.0,14.0
7005,Ryan Pressly,HOU,RP,FA,2,126.07,34,100%,53.616431642932895,55.67869084495686,57.98643322983031,55.99893861844079,56.486102356519645,56.45074969666799,56.03622439822475,1.3014193109147398,64,6.0,11.0,-4.0,5.0
24610,Steven Kwan,CLE,OF,Tomy,30,123.04,25,100%,58.99600155502863,54.46700010492237,50.66420239860021,57.318806635593454,56.25424083028054,58.36987611469671,56.01168793985365,2.8052401124916986,65,6.0,11.0,24.0,5.0
2036,Clayton Kershaw,LAD,SP,FA,30,102.0,34,100%,56.85704180147067,56.558267257664845,56.606754868419436,54.49775421697765,56.53766195278918,54.428078505922095,55.91425976720731,1.0317449682708233,66,6.0,9.0,24.0,3.0
13743,Max Fried,ATL,SP,La Maqui,8,61.1,29,100%,51.91658108023442,53.4889007258373,54.816276595220906,58.93568718799155,55.869514723936916,60.04320947773474,55.84502829849264,2.864142161342096,67,6.0,6.0,2.0,0.0
20666,Felix Bautista,BAL,RP,FA,30,161.33,27,100%,53.05277450601411,55.158106733412815,56.38824662200862,55.896550709031104,54.48143730574806,58.64761812264949,55.604122333144026,1.7287740934494626,68,6.0,14.0,24.0,8.0
15429,Kris Bryant,COL,OF,FA,1,126.76,31,100%,52.688768134886985,54.79142608998605,58.20886914436815,53.80596894613534,55.99770047368,57.827398888236125,55.553355279548775,2.010813494976457,69,6.0,11.0,-5.0,5.0
15676,Jose Abreu,HOU,"1B,INF",La Maqui,4,99.25,36,100%,55.95701450140961,56.87027181953606,56.32564572250566,55.167018097435836,48.96789544381018,59.46531857995764,55.458860694109156,3.1953367490521374,70,6.0,9.0,-2.0,3.0
11477,Christian Yelich,MIL,OF,FA,2,93.53,31,100%,55.103343890252106,53.76120079451691,52.954550542756806,54.17397538465166,56.71688176035653,59.03043810772222,55.2900650800427,2.0452698026470384,71,6.0,8.0,-4.0,2.0
18138,Ryan Helsley,STL,RP,uu,30,146.63,28,100%,55.48847086582491,55.614625982884235,55.40343228397496,56.77395353237069,58.10675987719966,49.55935212627827,55.15776577808879,2.6779750933729294,72,6.0,13.0,24.0,7.0
20373,Andres Munoz,SEA,RP,Champs,26,270.8,24,97%,54.6036382254284,54.274085290960436,54.414456882876735,56.46285981204575,54.39155836008351,56.768314501513885,55.15248551215146,1.0427927894043736,73,7.0,23.0,19.0,16.0
12970,Joe Musgrove,SD,SP,Freeman,17,136.57,30,100%,49.80028369600318,52.98490357847878,56.30308467441002,54.812735590567506,49.809292347542375,64.85846656991191,54.7614610761523,5.109177445082048,74,7.0,12.0,10.0,5.0
18000,Triston McKenzie,CLE,SP,Champs,18,73.55,25,100%,48.933050391548846,54.50349560863816,58.5723221158963,54.444590132998464,51.209339194059176,60.07451785249029,54.6228858826052,3.859855567632886,75,7.0,7.0,11.0,0.0
19291,Zac Gallen,ARI,SP,Patron#5,8,57.12,27,100%,50.324268970402684,52.746176948826296,54.71718766664105,55.76869141979561,53.03108705403247,60.62415064177402,54.535260450245346,3.210006226822549,76,7.0,5.0,1.0,-2.0
15816,Devin Williams,MIL,RP,DN,7,104.28,28,100%,51.267957012706695,53.29288615199405,55.20014579682038,54.43081488477144,55.82408928910555,56.44913258321026,54.41083761976807,1.7273702133058695,77,7.0,9.0,0.0,2.0
16122,Jordan Romano,TOR,RP,FA,3,109.29,29,100%,53.27028342237629,53.23967471162889,53.65924106602233,56.49464221266225,55.69077547837384,54.05031252237341,54.400821568906174,1.2481481439618796,78,7.0,10.0,-4.0,3.0
18525,Dylan Cease,CHW,SP,Freeman,12,29.4,27,100%,51.87503289571501,52.76462554993948,53.84617497501129,53.690223214366746,52.1440463074758,62.06044824477286,54.39675853121353,3.5031448976668917,79,7.0,3.0,5.0,-4.0
20043,Luis Robert,CHW,OF,whitesky,20,60.94,25,100%,57.76601611041677,56.1275433640034,54.44922653450099,53.69401594904874,53.92861471709612,50.35358745808851,54.38650068885909,2.288007590964362,80,7.0,5.0,13.0,-2.0
17929,Cedric Mullins,BAL,OF,FA,20,53.09,28,100%,53.6123108112944,53.076961270525615,52.41746442904719,53.66033681970447,51.94462874588805,61.46844932716194,54.36335856727027,3.2360521979383927,81,7.0,5.0,13.0,-2.0
19569,David Bednar,PIT,RP,Freeman,10,232.29,28,99%,52.62371400419544,54.376302886711066,56.4022495737981,54.68970157032186,56.58089669321413,50.22316125783021,54.14933766434513,2.2012869899658827,82,7.0,20.0,3.0,13.0
11486,Robbie Ray,SEA,SP,FA,10,70.68,31,100%,54.8815464204411,53.083326256517,50.80636491355572,56.12459439071102,53.001416864244355,56.7483705477151,54.10760323219737,2.033546141058347,83,7.0,6.0,3.0,-1.0
19197,Will Smith,LAD,C,Pinstrip,10,65.51,27,100%,51.886629743537156,52.37425444568454,53.136162288419776,53.19391955917164,53.80138503375449,58.97057153068357,53.89382043354186,2.351728029973272,84,7.0,6.0,3.0,-1.0
17027,Alex Verdugo,BOS,OF,FA,8,185.68,26,99%,50.440899112868884,53.59988268039716,54.27782561714759,51.46206229596143,51.69867860078252,60.47646277186182,53.65930184650323,3.3138549225028795,85,8.0,16.0,0.0,8.0
13613,Ketel Marte,ARI,"2B,INF",FA,11,192.14,29,99%,52.12090078254395,54.16438617615664,56.30773950382734,50.51365549113977,50.70820971614507,57.459220692013254,53.545685393637676,2.6646443426077804,86,8.0,16.0,3.0,8.0
13419,Christian Walker,ARI,"1B,INF",FA,30,118.93,31,100%,53.853060929282165,54.66211295242593,53.24036763653579,50.73184122522917,52.17196669786046,55.71868335247101,53.39633879896743,1.6241420762465648,87,8.0,10.0,22.0,2.0
17548,Taylor Ward,LAA,OF,whitesky,30,124.11,29,100%,52.73402540155835,52.19984356017574,52.555748700270925,54.86336234757295,53.01188530331197,53.69596677706337,53.17680534832555,0.8829327549803995,88,8.0,11.0,22.0,3.0
16556,Ozzie Albies,ATL,"2B,INF",FA,6,54.57,26,100%,48.16129782487293,51.81504247212666,52.85902169491461,52.942671751379955,52.60346510957023,59.3145044710372,52.949333887316925,3.2877329777337505,89,8.0,5.0,-2.0,-3.0
17874,Nestor Cortes Jr.,NYY,SP,Pete,16,101.52,28,100%,50.34590035908351,52.1137720016904,53.29723365697617,53.53943367880196,53.0309126022044,54.78754587444426,52.85246636220012,1.3708063506618458,90,8.0,9.0,8.0,1.0
19470,Tommy Edman,STL,"2B,SS,INF",FA,9,83.37,27,100%,51.936984877934876,52.757981684669915,51.007771115066404,50.82451586415135,50.16305481851484,60.333631378642266,52.837323289829946,3.4535466325299824,91,8.0,7.0,1.0,-1.0
17484,Eloy Jimenez,CHW,OF,DN,10,73.49,26,100%,56.86497135864518,54.272027234015134,51.98263071999975,53.24676436245763,51.58597767291871,47.82599195826346,52.62972721771664,2.7567854634014943,92,8.0,7.0,2.0,-1.0
21029,Jhoan Duran,MIN,RP,whitesky,30,242.96,25,99%,52.22926063676921,52.41839772339714,51.840208059023134,54.48720276323025,52.239565680922695,52.37707923237084,52.59861901595221,0.8649508897177199,93,8.0,21.0,22.0,13.0
13892,Paul Sewald,SEA,RP,FA,13,290.11,32,97%,51.153165572217304,52.063727881377886,51.90227940340851,53.00642473317418,55.16390350413888,51.49420174975043,52.4639504740112,1.336553206880319,94,8.0,25.0,5.0,17.0
15362,Jeff McNeil,NYM,"2B,INF,OF",FA,22,184.91,30,100%,52.10576449003946,53.89896596285986,52.323787733879335,52.135034262169896,50.162374398050204,54.076304201353445,52.450371841392034,1.304557959643181,95,8.0,16.0,14.0,8.0
30116,Seiya Suzuki,CHC,OF,Edgar,30,162.87,28,100%,52.77814229694201,52.369205748281324,51.61302230787855,51.63007868370076,54.00593877658703,51.93129171531492,52.38794658811744,0.8320564589932643,96,8.0,14.0,22.0,6.0
17606,Cristian Javier,HOU,SP,Tomy,14,60.69,25,100%,48.45482102575019,49.052234154222575,50.08829736469656,57.36045066916724,55.19579546756701,54.0488607745417,52.36674324265755,3.3478996224290665,97,9.0,5.0,5.0,-4.0
15172,Tim Anderson,CHW,"SS,INF",FA,9,116.95,29,100%,53.120001617928494,52.30032079929879,52.311439999612915,52.808529315487306,52.56847843024075,51.07014443205572,52.363152432437325,0.6444418388277625,98,9.0,10.0,0.0,1.0
26288,Adley Rutschman,BAL,C,uu,30,75.45,25,100%,49.54914520317671,52.110371316192136,53.70602972124505,51.38854315259681,46.92682064261885,59.73383800161777,52.235791339574554,3.969028043091336,99,9.0,7.0,21.0,-2.0
14374,Tyler Glasnow,TB,SP,Pinstrip,6,159.92,29,100%,54.57597391977576,53.973572965308264,53.09066646167446,53.594480215418905,56.51699700153655,41.01839054178803,52.128346850917005,5.085317477675039,100,9.0,14.0,-3.0,5.0
17982,Ty France,SEA,"1B,INF",FA,7,173.31,28,100%,52.74021844072501,50.42642307336797,50.30248252322221,50.22230912191117,49.939299080274104,57.25620134999086,51.814488931581884,2.605554096514964,101,9.0,15.0,-2.0,6.0
13152,Jorge Polanco,MIN,"2B,INF",FA,4,153.66,29,100%,49.399605077340375,50.68002566915035,51.41521793240938,50.62957927812596,52.003977824966526,56.72314236737508,51.80859135822794,2.338542104464805,102,9.0,13.0,-5.0,4.0
9241,Starling Marte,NYM,OF,FA,3,97.54,34,100%,52.46915130795595,51.0773589810246,49.8154438040291,52.169732195262604,52.70207113647095,52.4996863140563,51.788907289799916,1.028566453082422,103,9.0,9.0,-6.0,0.0
26197,Andrew Vaughn,CHW,"1B,INF,OF",Pete,19,145.75,24,100%,49.495457295292674,52.10997193116717,53.24242338155888,48.60459440873686,48.061475358775354,58.5023165374804,51.66937315216856,3.5705609970436387,104,9.0,13.0,10.0,4.0
19950,Andres Gimenez,CLE,"2B,INF",Edgar,30,96.59,24,100%,49.57223984813889,52.338972442011936,50.856454622732166,51.30404775595385,50.10435952178831,55.79806589896043,51.6623566815976,2.0467741513571114,105,9.0,8.0,21.0,-1.0
3096,Kenley Jansen,BOS,RP,FA,30,152.22,35,100%,48.26036204185583,49.943736715528914,51.69461463811003,52.13024699464208,55.89281068006861,52.03474547743826,51.659419424607286,2.3374682429563305,106,9.0,13.0,21.0,4.0
25436,George Kirby,SEA,SP,whitesky,30,96.24,25,100%,50.22704576058329,48.481668991804725,46.89730140218185,56.744841941583175,53.84773326560496,53.23598224992166,51.57242893527995,3.3644698963260584,107,9.0,8.0,21.0,-1.0
16472,Rhys Hoskins,PHI,"1B,INF",FA,3,90.61,29,100%,50.4413980633105,50.569750715226085,50.49636232651722,51.051506308254176,49.15313263749756,57.17536174334881,51.48125196569239,2.6111889171301144,108,9.0,8.0,-6.0,-1.0
15986,Willy Adames,MIL,"SS,INF",FA,11,89.45,27,100%,47.91057436030578,49.35068866411207,51.71706274133766,49.507447431266,51.4245628982225,58.45803478603509,51.39472848021318,3.412583183285201,109,10.0,8.0,1.0,-2.0
22250,Logan Gilbert,SEA,SP,FA,30,87.98,25,100%,51.529981912851646,49.450851405043394,47.73349132235421,52.86253032643531,51.501082729056414,54.98374700370915,51.343614116575026,2.3177841601946323,110,10.0,8.0,20.0,-2.0
22581,Alejandro Kirk,TOR,C,DN,30,160.91,24,100%,55.725360936835436,50.95626228057835,47.10488225926302,51.32006649199613,50.73534435301028,51.406462873887705,51.20806319926182,2.5026934375782472,111,10.0,14.0,20.0,4.0
13145,Josh Bell,CLE,"1B,INF",FA,30,165.49,30,100%,53.17167647689286,49.07352907237274,45.90411702444784,54.566094983719424,53.63094636858784,50.883400973717684,51.20496081662307,2.9943264740150592,112,10.0,14.0,20.0,4.0
14993,Scott Barlow,KC,RP,FA,7,240.01,30,99%,48.77765899166365,50.34634104184972,51.23617518925358,51.654247049060686,51.879508526086354,53.01288091063371,51.15113528475795,1.3252711090053806,113,10.0,20.0,-3.0,10.0
21992,Camilo Doval,SF,RP,Freeman,30,170.84,25,100%,50.60105610052058,50.699760043969405,50.37498957103958,50.56665112843379,51.08614539219886,53.517007483624305,51.14093495329775,1.084074204238937,114,10.0,15.0,20.0,5.0
18314,Dansby Swanson,CHC,"SS,INF",Pete,15,71.72,29,100%,45.96264336531273,49.7981895461462,52.031801438224534,49.935805792633424,49.03833206345036,59.45178547885542,51.03642628077045,4.169118439615034,115,10.0,6.0,5.0,-4.0
15679,Rowdy Tellez,MIL,"1B,INF",FA,20,161.74,27,100%,49.15345505821582,49.48916534599263,49.2678406517087,49.434347760479774,49.86453769211247,58.241811252684215,50.90852629353227,3.2870172080234403,116,10.0,14.0,10.0,4.0
