playerid,Player,Team,Position,Status,Salary,ADP,Age,%D,POINTS_steamer,POINTS_fangraphsdc,POINTS_zipsdc,POINTS_atc,POINTS_thebat,POINTS_zips,MEAN,STD,Rank,Rank_round,ADP_round,Keper_Value,Draft_Value
16149,Aaron Nola,PHI,SP,Champs,3,22.36,29,100%,65.3619542011879,65.68630382449808,66.53923862979732,70.37404548263592,70.6336560207854,71.62940871419153,68.37076781218269,2.5614556535502397,17,2.0,2.0,1.0,0.0
3137,Max Scherzer,NYM,SP,Champs,1,37.77,38,100%,69.72177864053454,68.20183331445422,67.36933973215808,69.9207854036311,67.29941306862605,64.62607914378164,67.85653821719761,1.7721495237775238,18,2.0,4.0,-1.0,2.0
9218,Paul Goldschmidt,STL,"1B,INF",DN,2,25.88,35,100%,66.14104107892992,67.23784266411646,65.33221156463276,70.52041452440119,67.11132702826978,68.06478010042645,67.40126949346275,1.6405925444232972,19,2.0,3.0,0.0,1.0
19251,Pete Alonso,NYM,"1B,INF",Bobby,12,19.78,28,100%,66.36477707736869,67.29860184940873,64.78908664667046,68.59406542911476,66.36971837883327,70.15883720458218,67.26251443099635,1.726454851339465,20,2.0,2.0,10.0,0.0
8700,Justin Verlander,NYM,SP,Freeman,1,34.93,39,100%,66.2240497191951,65.62632551171764,66.8708810436409,66.14511029048172,66.45878743641047,70.52380433984163,66.97482639021457,1.6300763969349523,21,2.0,3.0,-1.0,1.0
16137,Carlos Rodon,NYY,SP,Freeman,20,34.18,30,100%,67.7643186944681,66.18432021718444,65.06570434360607,66.98796502824567,66.36545780215796,69.46375012952777,66.97191936919832,1.3819755468368458,22,2.0,3.0,18.0,1.0
23697,Julio Rodriguez,SEA,OF,TDRJ,30,6.19,22,100%,65.81290606402051,65.35486856281756,64.54729161731282,68.23978582293026,66.64395806877766,68.02310037887895,66.43698508578963,1.3503136818284704,23,2.0,1.0,28.0,-1.0
17678,Alex Bregman,HOU,"3B,INF",sfernand,2,55.13,28,100%,65.27980523357863,68.30961248364638,69.68658781024212,62.32876582306665,60.27816622874821,70.5052971551145,66.06470578906607,3.7844824286726784,24,2.0,5.0,0.0,3.0
19709,Fernando Tatis Jr.,SD,"SS,INF,OF",Pinstrip,12,26.97,24,100%,71.67655587849882,68.82046747692397,64.54595042611446,63.88501066046522,65.06029237869902,61.2963564964776,65.88077221952985,3.408024465378548,25,3.0,3.0,9.0,0.0
5417,Jose Altuve,HOU,"2B,INF",La Maqui,1,37.71,32,100%,66.31096654559313,64.92132536986666,64.48540713922806,65.35529843473684,64.66566353743092,67.47210939514794,65.53512840366726,1.0504599827764354,26,3.0,4.0,-2.0,1.0
18360,Austin Riley,ATL,"3B,INF",Pinstrip,13,21.88,25,100%,63.466500624098,65.22759860009177,64.72686739695175,62.24954376922413,63.764087898799396,68.47155459996668,64.65102548152196,1.9532666284150448,27,3.0,2.0,10.0,-1.0
11493,Manny Machado,SD,"3B,INF",DN,1,14.05,30,100%,63.9538177640622,64.18686171263235,61.73572700079005,66.85766703785316,65.22733841606014,65.66480804120795,64.60436999543431,1.6029457292782276,28,3.0,2.0,-2.0,-1.0
14710,Edwin Diaz,NYM,RP,TDRJ,3,66.65,28,100%,62.1957479019819,63.50860232667583,64.55797412996584,65.79808703028311,64.40660148275273,65.59118792041663,64.34303346534601,1.226948886364558,29,3.0,6.0,0.0,3.0
19612,Bo Bichette,TOR,"SS,INF",La Maqui,10,24.16,24,100%,63.48070469178617,62.5767203087065,60.32085462828529,65.07531038052417,64.421343855315,68.62308356404665,64.08300290477729,2.5330117504930576,30,3.0,2.0,7.0,-1.0
14344,Matt Olson,ATL,"1B,INF",Canha Ge,3,37.26,28,100%,59.99509175262081,63.367114221153294,64.2471491554477,62.12573306377355,61.89014253940099,69.6440046216749,63.54487255901188,3.0297754174347897,31,3.0,4.0,0.0,1.0
19427,Shane Bieber,CLE,SP,DN,6,41.72,27,100%,61.0946639086054,62.81712920786701,64.78268136356263,64.972664481035,58.23207074042119,67.05101386255558,63.158370594007806,2.8788446934839347,32,3.0,4.0,3.0,1.0
21483,Shane McClanahan,TB,SP,sfernand,19,29.15,25,100%,64.01968402863587,62.84609870603286,61.03565394742478,63.79105832681674,59.97133958074584,64.0603284315939,62.620693836875,1.5801746286897789,33,3.0,3.0,16.0,0.0
9777,Nolan Arenado,STL,"3B,INF",Patron#5,3,35.92,31,100%,62.1710131850643,63.295079982487884,61.03325498036877,61.31987293415374,62.88971109185331,62.439288941889494,62.19137018596959,0.8029603292556537,34,3.0,3.0,0.0,0.0
21032,Emmanuel Clase,CLE,RP,Champs,20,69.02,24,100%,58.81025251182292,59.852564350449725,60.99680731799813,63.166676448878164,62.12940369201365,64.05194110146743,61.501274237105,1.8206382434386146,35,3.0,6.0,17.0,3.0
16162,Brandon Woodruff,MIL,SP,Canha Ge,10,30.65,29,100%,57.99598245722984,59.94307397984253,61.09324345601174,63.77828998755071,58.82229623157968,66.38070701809285,61.335598855051224,2.912257022049102,36,3.0,3.0,7.0,0.0
18684,Sandy Alcantara,MIA,SP,METS,19,18.2,27,100%,56.29242653467294,58.04576147363593,60.074623326381996,62.34916408560156,63.69133692140035,67.02969184082644,61.2471673637532,3.577691686121375,37,4.0,2.0,15.0,-2.0
14107,Kevin Gausman,TOR,SP,DN,20,51.81,32,100%,62.65702210608657,59.10178954312982,56.67660811880135,65.99155491727775,61.281708366824446,60.59748112553399,61.051027362942314,2.892001076154486,38,4.0,5.0,16.0,1.0
13624,Corey Seager,TEX,"SS,INF",Champs,4,56.61,28,100%,61.23983488105697,58.50942702868611,56.72756688031622,64.00242946039538,62.333503173191296,61.271504254333976,60.68071094632999,2.407246497442795,39,4.0,5.0,0.0,1.0
14212,Josh Hader,SD,RP,TDRJ,6,93.61,28,100%,58.76939589660099,60.777131398652465,62.87053257828357,58.99337976333605,58.46234027941726,62.31764705235257,60.36507116144049,1.746796344359718,40,4.0,8.0,2.0,4.0
19326,Bryan Reynolds,PIT,OF,Canha Ge,12,84.32,27,99%,59.0868731304155,58.922866132119495,57.47072663909146,59.027653109586154,63.63904134866468,61.59682660029149,59.95733116002813,2.046063440204709,41,4.0,7.0,8.0,3.0
27498,Spencer Strider,ATL,"SP,RP",Canha Ge,19,36.94,24,100%,57.68028793409519,56.78798072049255,56.55883491444641,63.050559590828094,63.698469914866784,57.763847045418046,59.25666335335785,2.9498425497493748,42,4.0,3.0,15.0,-1.0
12533,Marcus Semien,TEX,"2B,INF",La Maqui,11,31.01,32,100%,55.303898016290304,59.02042433120419,60.69713559412469,57.38227594694139,53.92225259493827,69.18293559326403,59.2514870127938,4.970833415443332,43,4.0,3.0,7.0,-1.0
10310,Zack Wheeler,PHI,SP,Bobby,6,45.65,32,100%,57.61211023166117,58.22283564493618,57.51337290424118,61.04233284353475,58.13735064976314,59.615407775543986,58.69056834161341,1.2556411996704582,44,4.0,4.0,2.0,0.0
17130,Raisel Iglesias,ATL,RP,Canha Ge,6,157.42,33,100%,55.03370852355588,57.149735386553225,59.28023361746552,59.36126176040056,60.50742636358675,59.050468940075625,58.39713909860626,1.8008434094772208,45,4.0,14.0,2.0,10.0
12856,George Springer,TOR,OF,Pinstrip,1,68.65,33,100%,60.12134197195213,59.18768041624306,59.88781046242807,57.74619207684249,52.06087995477518,60.59351587630857,58.266236793091586,2.9187069816754234,46,4.0,6.0,-3.0,2.0
14162,Carlos Correa,MIN,"SS,INF",Freeman,4,106.08,28,100%,58.21358159232917,57.73279891611654,57.61645850331048,55.97310502779604,58.42700868372613,61.4625844019282,58.237589520867765,1.643449385577777,47,4.0,9.0,0.0,5.0
16478,Kyle Schwarber,PHI,OF,Freeman,5,34.88,29,100%,55.05565197663295,56.35986088141638,58.137486655031346,58.43528163566765,56.89855093037631,63.71590206110721,58.10045569003864,2.7505088209533337,48,4.0,3.0,1.0,-1.0
23667,Wander Franco,TB,"SS,INF",Patron#5,20,93.45,21,100%,61.11301772520643,60.0332244623561,58.34238573873065,59.11859736286456,58.44704434010735,51.3300216061931,58.06404853924303,3.1585127367603536,49,5.0,8.0,15.0,3.0
14765,Julio Urias,LAD,SP,DN,8,48.12,26,100%,50.680898036945656,55.6192001129327,60.204448991390706,57.26020715884218,62.138792085470044,62.445680724786016,58.058204518394554,4.113346182226655,50,5.0,4.0,3.0,-1.0
13074,Yu Darvish,SD,SP,Tomy,4,57.16,36,100%,58.17401182412771,57.42168153562881,57.67048538623898,59.24166099318484,54.83950471566132,60.80460694213384,58.02532523282924,1.8196032810081135,51,5.0,5.0,-1.0,0.0
15689,Luis Castillo,SEA,SP,Patron#5,4,53.44,30,100%,55.21879479765166,56.78881425470262,57.87026102812321,58.29846039107622,55.769456792636106,63.131314862773614,57.84618368782723,2.597169695602698,52,5.0,5.0,-1.0,0.0
12161,Xander Bogaerts,SD,"SS,INF",Tomy,3,77.71,30,100%,56.71051574445356,55.644899242518335,55.11385771924146,58.72121019368621,58.90939034134777,60.81072568588782,57.65176648785586,2.0024485358271003,53,5.0,7.0,-2.0,2.0
27676,Vinnie Pasquantino,KC,"1B,INF",DN,30,96.27,25,100%,58.572618954679136,57.64597130629908,55.1531608937938,59.495288376132265,54.73605378264227,60.28944166743853,57.648755830164184,2.079593801081844,54,5.0,8.0,25.0,3.0
25931,Michael Harris,ATL,OF,METS,30,43.49,21,100%,52.74105251161535,57.62498926773774,57.51367323821369,56.67963609602767,53.14898297762175,66.32747368206836,57.33930129554742,4.472826915601857,55,5.0,4.0,25.0,-1.0
25764,Bobby Witt Jr.,KC,"3B,SS,INF",DN,30,28.15,22,100%,57.09057840276996,56.078512557195836,55.79056580833925,56.90063303732158,55.548119575680936,62.38950206843597,57.29965190829058,2.343284380482071,56,5.0,3.0,25.0,-2.0
18568,Luis Arraez,MIA,"1B,2B,INF",sfernand,17,228.18,25,100%,55.89832513813233,56.79174608954572,57.597859883069425,55.220525877953946,57.38779474614263,60.800000892608274,57.282708771242056,1.7744420642482888,57,5.0,19.0,12.0,14.0
26410,Alek Manoah,TOR,SP,Champs,20,43.8,25,100%,49.879927355044806,54.460262989879816,57.98203924018203,56.86084537235814,56.48207776675744,64.19337067350237,56.64308723295411,4.269620755525282,58,5.0,4.0,15.0,-1.0
19566,Nathaniel Lowe,TEX,"1B,INF",sfernand,11,109.6,27,100%,57.61660512895644,55.967442447068606,53.57736818216303,55.93094049008217,56.5381838902211,59.95321545948947,56.59729259966347,1.9263692078229662,59,5.0,10.0,6.0,5.0
19290,Randy Arozarena,TB,OF,Patron#5,20,49.07,27,100%,54.89940766452214,55.81863253991709,55.006434174225966,55.567269020935065,56.838832816159695,61.10027374313819,56.53847499314969,2.136793845687348,60,5.0,5.0,15.0,0.0
12916,Francisco Lindor,NYM,"SS,INF",TDRJ,2,37.36,29,100%,53.49802513645576,56.31490642375187,55.64578077448196,56.51266390285767,54.7432184406431,62.36708935799098,56.51361400603023,2.8072486681205113,61,6.0,4.0,-4.0,-2.0
12927,Brandon Nimmo,NYM,OF,METS,10,136.11,29,100%,57.59924170223756,55.68580955964399,54.23508149965221,55.508202051659524,58.08763464109411,57.25592976088875,56.39531653586269,1.3546844139055616,62,6.0,12.0,4.0,6.0
16578,Yandy Diaz,TB,"3B,INF",TDRJ,20,235.51,31,97%,60.47120890110686,57.242011811007465,54.76283922380493,56.24168601667129,54.0488087919158,54.52454160741923,56.21518272532092,2.192015216640924,63,6.0,20.0,14.0,14.0
24610,Steven Kwan,CLE,OF,Tomy,30,120.8,25,100%,59.07119332582578,54.650080144943416,50.88137248327742,57.318806635593454,56.25435870327669,58.36987611469671,56.09094790126891,2.7332975408585076,64,6.0,10.0,24.0,4.0
7005,Ryan Pressly,HOU,RP,Champs,2,138.44,34,100%,53.659649200905875,55.70157418632046,57.99093783915349,55.99893861844079,56.52273475889235,56.45074969666799,56.05409738339682,1.290284347915413,65,6.0,12.0,-4.0,6.0
2036,Clayton Kershaw,LAD,SP,Patron#5,1,100.07,34,100%,56.871686385585015,56.56921329943965,56.61515911111065,54.49775421697765,56.53626513925556,54.428078505922095,55.919692776381765,1.0359235848424844,66,6.0,9.0,-5.0,3.0
13743,Max Fried,ATL,SP,La Maqui,8,59.46,29,100%,51.93935089453711,53.5057163022132,54.83025345400834,58.93568718799155,55.869287626137854,60.04320947773474,55.85391749043714,2.8557975120288877,67,6.0,5.0,2.0,-1.0
15429,Kris Bryant,COL,OF,FA,1,131.32,31,100%,52.061925298498,54.99195756577005,58.38954597366563,53.80596894613534,56.23129528446369,57.827398888236125,55.55134865946147,2.207315118061689,68,6.0,11.0,-5.0,5.0
20666,Felix Bautista,BAL,RP,Tomy,30,171.15,27,100%,53.10881750966518,55.18781387137381,56.39777189824093,55.896550709031104,53.971297477218606,58.64761812264949,55.53497826469652,1.7802411401397873,69,6.0,15.0,24.0,9.0
15676,Jose Abreu,HOU,"1B,INF",La Maqui,4,112.95,35,100%,55.992199249864115,57.034710114362426,56.510922600064895,55.167018097435836,48.968274301933086,59.46531857995764,55.52307382393633,3.2175154574787737,70,6.0,10.0,-2.0,4.0
11477,Christian Yelich,MIL,OF,sfernand,2,91.64,31,100%,55.16337442811085,53.97983477324449,53.20091719900954,54.17397538465166,56.717087629233475,59.03043810772222,55.377604586995375,1.9716217438760553,71,6.0,8.0,-4.0,2.0
20373,Andres Munoz,SEA,RP,Champs,26,296.39,24,97%,54.64591817339749,54.30005091744997,54.42342606994757,56.46285981204575,55.420958166051875,56.768314501513885,55.33692127340109,0.975597703258214,72,6.0,25.0,20.0,19.0
18138,Ryan Helsley,STL,RP,TDRJ,30,163.81,28,100%,55.54010445645943,55.64576201680907,55.41711970044318,56.77395353237069,57.03316813483591,49.55935212627827,54.994909994532755,2.508780842267146,73,7.0,14.0,23.0,7.0
12970,Joe Musgrove,SD,SP,Freeman,17,64.64,30,100%,49.83289798967325,53.00465859307239,56.315716349890884,54.812735590567506,49.80885990127033,64.85846656991191,54.772222499064384,5.103471222002527,74,7.0,6.0,10.0,-1.0
18000,Triston McKenzie,CLE,SP,Champs,18,70.77,25,100%,48.977989486252206,54.5253348497738,58.586332819382946,54.444590132998464,51.20971598177079,60.07451785249029,54.63641352044474,3.8510603399078773,75,7.0,6.0,11.0,-1.0
19291,Zac Gallen,ARI,SP,Patron#5,8,54.05,27,100%,50.54889885011123,52.773921270249595,54.737582858296,55.76869141979561,53.0313463720888,60.62415064177402,54.580765235385876,3.159103196415203,76,7.0,5.0,1.0,-2.0
15816,Devin Williams,MIL,RP,DN,8,121.62,28,100%,51.477656819940385,53.330201681386335,55.21716965289238,54.43081488477144,56.44092996663562,56.44913258321026,54.55765093147274,1.759189703547308,77,7.0,11.0,1.0,4.0
20043,Luis Robert,CHW,OF,Canha Ge,20,62.9,25,100%,57.80783875676979,56.34799210276358,54.70829320164944,53.69401594904874,53.9285475340119,50.35358745808851,54.47337916705532,2.329696377822326,78,7.0,6.0,13.0,-1.0
17929,Cedric Mullins,BAL,OF,Champs,20,54.58,28,100%,53.67596370369265,53.32021360462495,52.68800014202542,53.66033681970447,51.94513960370768,61.46844932716194,54.45968386681952,3.1920775581687333,79,7.0,5.0,13.0,-2.0
18525,Dylan Cease,CHW,SP,Freeman,12,26.8,27,100%,51.939079533232764,52.80886752216964,53.87958258544544,53.690223214366746,52.14512734962314,62.06044824477286,54.42055474160177,3.4911037526930078,80,7.0,3.0,5.0,-4.0
16122,Jordan Romano,TOR,RP,La Maqui,3,121.67,29,100%,53.321149473564134,53.27054147685999,53.67184817687647,56.49464221266225,55.71203555561414,54.05031252237341,54.420088236325064,1.2381857358141608,81,7.0,11.0,-4.0,4.0
11486,Robbie Ray,SEA,SP,Pinstrip,10,68.6,31,100%,54.927061029770584,53.116466365441816,50.83448649560261,56.12459439071102,53.002033406029106,56.7483705477151,54.12550203921171,2.0260562811790184,82,7.0,6.0,3.0,-1.0
19197,Will Smith,LAD,C,Pinstrip,10,63.75,27,100%,51.928057701787935,52.61864947499784,53.390266222216624,53.19391955917164,53.801248125855366,58.97057153068357,53.9837854357855,2.3082143637258543,83,7.0,6.0,3.0,-1.0
19569,David Bednar,PIT,RP,Freeman,10,249.36,28,100%,52.67284915546896,54.40425400508588,56.4111134856529,54.68970157032186,54.512075322979605,50.22316125783021,53.818859132889905,1.9383741941768307,84,7.0,21.0,3.0,14.0
17027,Alex Verdugo,BOS,OF,DN,8,179.19,26,99%,50.49859024910023,53.77985593410804,54.46271284777679,51.46206229596143,51.69886961295738,60.47646277186182,53.729758951960946,3.3107188134837933,85,8.0,15.0,0.0,7.0
13613,Ketel Marte,ARI,"2B,INF",Champs,11,195.19,29,100%,52.175150065855966,54.359811544222694,56.50409813672911,50.51365549113977,50.70835071505126,57.459220692013254,53.62004777416868,2.702456530331944,86,8.0,17.0,3.0,9.0
13419,Christian Walker,ARI,"1B,INF",Freeman,30,115.3,31,100%,53.881315232316126,54.87956478469725,53.486498922682,50.73184122522917,52.172361518658505,55.71868335247101,53.47837750600902,1.6529700614951153,87,8.0,10.0,22.0,2.0
17548,Taylor Ward,LAA,OF,Canha Ge,30,126.09,29,100%,52.79198751426085,52.421288742298344,52.79268639884025,54.86336234757295,53.01204342565744,53.69596677706337,53.26288920094887,0.8127242755712366,88,8.0,11.0,22.0,3.0
16556,Ozzie Albies,ATL,"2B,INF",METS,6,56.97,26,100%,48.21464623684405,52.06705321707044,53.12358853794871,52.942671751379955,52.603846446727424,59.3145044710372,53.04438511016796,3.261049041786584,89,8.0,5.0,-2.0,-3.0
19470,Tommy Edman,STL,"2B,SS,INF",Freeman,9,84.12,27,100%,52.007424609445515,52.99520384911714,51.28437545581866,50.82451586415135,50.16352630897227,60.333631378642266,52.93477957769121,3.426940756411038,90,8.0,7.0,1.0,-1.0
17874,Nestor Cortes Jr.,NYY,SP,Bobby,16,99.43,28,100%,50.38107666924222,52.13683432069856,53.3146281268534,53.53943367880196,53.030379354003465,54.78754587444426,52.864983004007314,1.3589615874811347,91,8.0,9.0,8.0,1.0
21029,Jhoan Duran,MIN,RP,Canha Ge,30,264.78,25,98%,52.275816808026434,52.44865508436487,51.85555116306501,54.48720276323025,52.98319432427302,52.37707923237084,52.737916562555064,0.849131326242484,92,8.0,22.0,22.0,14.0
17484,Eloy Jimenez,CHW,OF,DN,10,73.24,26,100%,56.88831431337076,54.49409029858631,52.241535918683354,53.24676436245763,51.586080468131286,47.82599195826346,52.71379621991546,2.7768539293376144,93,8.0,7.0,2.0,-1.0
15362,Jeff McNeil,NYM,"2B,INF,OF",Pinstrip,22,196.65,30,100%,52.1649360012112,54.06402596150002,52.50955424193242,52.135034262169896,50.16244345277279,54.076304201353445,52.51871635348996,1.331574262556713,94,8.0,17.0,14.0,9.0
30116,Seiya Suzuki,CHC,OF,METS,30,114.27,28,100%,52.82896031748756,52.59716875479841,51.849474524924744,51.63007868370076,54.005898356164096,51.93129171531492,52.47381205873174,0.8046373168726634,95,8.0,10.0,22.0,2.0
15172,Tim Anderson,CHW,"SS,INF",METS,9,120.39,29,100%,53.18746252255546,52.50251147500847,52.53116929837874,52.808529315487306,52.56860189377142,51.07014443205572,52.444736489542855,0.6582352318362993,96,8.0,10.0,1.0,2.0
13892,Paul Sewald,SEA,RP,DN,13,319.65,32,98%,51.19906467757001,52.0898827267834,51.91246374932239,53.00642473317418,54.724649298509014,51.49420174975043,52.40444782251823,1.180974672110583,97,9.0,27.0,4.0,18.0
17606,Cristian Javier,HOU,SP,Tomy,14,63.16,25,100%,48.51718617282018,49.095956571109475,50.12095231600187,57.36045066916724,55.196693936236485,54.0488607745417,52.390016739979494,3.3249740905665415,98,9.0,6.0,5.0,-3.0
26288,Adley Rutschman,BAL,C,TDRJ,30,76.26,24,100%,49.61448935294234,52.33355004820663,53.936836907719,51.38854315259681,46.92682089188237,59.73383800161777,52.322346392494154,3.9760341774815258,99,9.0,7.0,21.0,-2.0
14374,Tyler Glasnow,TB,SP,Pinstrip,6,73.22,29,100%,54.61781375482362,54.000887240334336,53.10918749579712,53.594480215418905,56.51654033622434,41.01839054178803,52.1428832640644,5.090866851532677,100,9.0,7.0,-3.0,-2.0
13152,Jorge Polanco,MIN,"2B,INF",sfernand,4,153.63,29,100%,49.44915507387737,50.91454588529101,51.67021315856036,50.62957927812596,52.004205824376456,56.72314236737508,51.89847359793438,2.306443099867072,101,9.0,13.0,-5.0,4.0
9241,Starling Marte,NYM,OF,Tomy,3,93.95,34,100%,52.52858427168288,51.315331214568104,50.08148165162255,52.169732195262604,52.70203214337601,52.4996863140563,51.88280796509474,0.9235642960564763,102,9.0,8.0,-6.0,-1.0
17982,Ty France,SEA,"1B,INF",Pinstrip,7,176.16,28,100%,52.28684333290779,50.62819764426856,50.52372416672678,50.22230912191117,49.939509110739664,57.25620134999086,51.809464121090805,2.5481741111441334,103,9.0,15.0,-2.0,6.0
26197,Andrew Vaughn,CHW,"1B,INF,OF",Bobby,19,146.69,24,100%,49.544702587630745,52.333002395913994,53.485858048233304,48.60459440873686,48.06172808313423,58.5023165374804,51.75536701018825,3.589497724707724,104,9.0,13.0,10.0,4.0
25436,George Kirby,SEA,SP,Canha Ge,30,95.05,24,100%,50.248525805097934,48.49711483992856,46.905113178870174,56.744841941583175,53.84680519022451,53.23598224992166,51.579730534271015,3.358765796653153,105,9.0,8.0,21.0,-1.0
19950,Andres Gimenez,CLE,"2B,INF",METS,30,98.19,24,100%,49.12756021790316,52.55173025509325,51.09798848702551,51.30404775595385,49.54993680593051,55.79806589896043,51.57155490347778,2.205297179333802,106,9.0,9.0,21.0,0.0
16472,Rhys Hoskins,PHI,"1B,INF",Pinstrip,3,89.92,29,100%,50.3600738726235,50.8208514901773,50.77275010943821,51.051506308254176,49.15358215088465,57.17536174334881,51.55568761245444,2.5880338176743676,107,9.0,8.0,-6.0,-1.0
3096,Kenley Jansen,BOS,RP,Freeman,6,160.46,35,100%,48.3169947043359,49.976498711255395,51.70716262872215,52.13024699464208,55.096540834936405,52.03474547743826,51.5436982252217,2.085757576665579,108,9.0,14.0,-3.0,5.0
15986,Willy Adames,MIL,"SS,INF",sfernand,11,91.82,27,100%,47.9528900282546,49.61116181506597,51.99566994696621,49.507447431266,51.42504615490092,58.45803478603509,51.4917083604148,3.385880164518082,109,10.0,8.0,1.0,-2.0
22250,Logan Gilbert,SEA,SP,TDRJ,30,85.68,25,100%,51.559989944380035,49.47558372340135,47.75485562285366,52.86253032643531,51.50093564768604,54.98374700370915,51.35627371141093,2.309293035238654,110,10.0,8.0,20.0,-2.0
22581,Alejandro Kirk,TOR,C,DN,30,160.91,24,100%,55.78180082006414,51.182815269849954,47.359540985920574,51.32006649199613,50.73495705749145,51.406462873887705,51.29760724986833,2.4480762609419386,111,10.0,14.0,20.0,4.0
13145,Josh Bell,CLE,"1B,INF",Patron#5,4,169.45,30,99%,53.21406374539727,49.302710192414764,46.16385554471072,54.566094983719424,53.63108189627802,50.883400973717684,51.29353455603965,2.895611899906044,112,10.0,15.0,-6.0,5.0
18314,Dansby Swanson,CHC,"SS,INF",Bobby,15,71.49,28,100%,46.013613697827026,50.03968260350119,52.29123807834148,49.935805792633424,49.038940257423036,59.45178547885542,51.1285109847636,4.158633701866235,113,10.0,6.0,5.0,-4.0
15679,Rowdy Tellez,MIL,"1B,INF",DN,20,163.54,27,100%,49.19082800011104,49.76103468439934,49.55676818157306,49.434347760479774,49.864712777058315,58.241811252684215,51.00825044271763,3.2422888590861865,114,10.0,14.0,10.0,4.0
11739,J.T. Realmuto,PHI,C,La Maqui,7,45.0,31,100%,46.253604349149406,48.372770136719225,48.72023151236853,52.18375912192685,53.885691466384166,56.347298923959826,50.960559251751334,3.486658525256909,115,10.0,4.0,-3.0,-6.0
