IDFANGRAPHS,ID,Player,Position,Status,Age,ADP,exit_velo_batting,brl_batting,xAVG_batting,xSLG_batting,xwOBA_batting,xOBP_batting,xISO_batting,xwoba_percentile_batting,xba_percentile_batting,xslg_percentile_batting,xiso_percentile_batting,xobp_percentile_batting,brl_percentile_batting,brl_percent_percentile_batting,exit_velocity_percentile_batting,hard_hit_percent_percentile_batting,k_percent_percentile_batting,bb_percent_percentile_batting,whiff_percent_percentile_batting,sprint_speed_percentile_batting,exit_velo_pitching,brl_pitching,xAVG_pitching,xSLG_pitching,xwOBA_pitching,xERA_pitching,xwoba_percentile_pitching,xba_percentile_pitching,xslg_percentile_pitching,xiso_percentile_pitching,xobp_percentile_pitching,brl_percent_percentile_pitching,exit_velocity_percentile_pitching,hard_hit_percent_percentile_pitching,k_percent_percentile_pitching,bb_percent_percentile_pitching,whiff_percent_percentile_pitching,xera_percentile_pitching,fb_velocity_percentile_pitching,fb_spin_percentile_pitching,curve_spin_percentile_pitching
19955,*041ai*,Gavin Lux,"2B,SS",miche,24,211.15,89.8,2.6,0.26,0.387,0.323,0.345,0.126,43.0,62.0,27.0,19.0,69.0,8.0,13.0,61.0,43.0,45.0,73.0,66.0,94.0,89.8,2.6,,,,,,,,,,,,,,,,,,,
17128,*03dp8*,Ramon Laureano,OF,FA,27,214.22,87.9,6.9,0.244,0.456,0.333,0.315,0.213,57.0,34.0,68.0,74.0,37.0,42.0,71.0,25.0,43.0,21.0,26.0,33.0,65.0,87.9,6.9,,,,,,,,,,,,,,,,,,,
10950,*027ow*,Adam Duvall,OF,Pinstrip,33,219.05,89.8,9.9,0.227,0.499,0.33,0.281,0.271,52.0,14.0,82.0,91.0,4.0,90.0,92.0,61.0,70.0,4.0,15.0,21.0,86.0,89.8,9.9,,,,,,,,,,,,,,,,,,,
5933,*01suo*,Jean Segura,2B,Scavenge,31,221.13,87.2,4.6,0.265,0.394,0.318,0.327,0.13,38.0,69.0,31.0,23.0,52.0,42.0,26.0,16.0,30.0,91.0,23.0,90.0,57.0,87.2,4.6,,,,,,,,,,,,,,,,,,,
20220,*04aee*,Jo Adell,OF,CALIXTO,22,222.62,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,
10264,*01uwk*,Brandon Belt,1B,SLG,33,224.21,89.2,10.0,0.243,0.526,0.375,0.354,0.282,89.0,33.0,89.0,94.0,78.0,70.0,94.0,47.0,73.0,16.0,90.0,26.0,23.0,89.2,10.0,,,,,,,,,,,,,,,,,,,
4264,*01cyw*,Mark Melancon,RP,CALIXTO,36,224.27,,,,,,,,,,,,,,,,,,,,,,,0.263,0.382,0.315,4.24,46.0,19.0,58.0,85.0,23.0,76.0,88.0,68.0,39.0,34.0,14.0,46.0,29.0,53.0,70.0
19610,*03rmz*,Keibert Ruiz,C,miche,23,224.86,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,
12155,*025f7*,Eddie Rosario,OF,La Maqui,30,225.13,88.5,4.6,0.254,0.425,0.318,0.303,0.171,38.0,52.0,49.0,47.0,19.0,26.0,26.0,35.0,27.0,88.0,15.0,83.0,54.0,88.5,4.6,,,,,,,,,,,,,,,,,,,
5038,*01sjg*,Josh Donaldson,3B,miche,36,226.18,94.1,11.2,0.268,0.541,0.387,0.371,0.272,92.0,73.0,92.0,92.0,91.0,95.0,95.0,99.0,95.0,52.0,94.0,30.0,12.0,94.1,11.2,,,,,,,,,,,,,,,,,,,
12049,*02bwg*,Kyle Hendricks,SP,Pinstrip,32,227.23,,,,,,,,,,,,,,,,,,,,2.0,,,0.277,0.455,0.339,4.99,20.0,12.0,19.0,32.0,29.0,40.0,92.0,88.0,8.0,88.0,10.0,20.0,2.0,1.0,90.0
14916,*02bxv*,Jon Gray,SP,Hit,30,227.77,,,,,,,,,,,,,,,,,,,,3.0,,,0.236,0.38,0.306,3.98,56.0,53.0,61.0,63.0,49.0,62.0,46.0,54.0,56.0,39.0,54.0,56.0,76.0,29.0,69.0
sa917318,*03zlh*,Oneil Cruz,SS,FA,23,229.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23550,*04ew7*,Aaron Ashby,RP,Canha Ge,23,229.29,,,,,,,,,,,,,,,,,,,,,,,0.193,0.324,0.269,3.03,,,,,,,,,,,,,90.0,6.0,59.0
19680,*0440n*,Sixto Sanchez,SP,sfernand,23,229.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7859,*01sge*,Charlie Blackmon,OF,lasmimis,35,230.24,87.6,5.2,0.292,0.457,0.361,0.37,0.165,81.0,92.0,70.0,44.0,90.0,49.0,35.0,21.0,35.0,84.0,57.0,79.0,66.0,87.6,5.2,,,,,,,,,,,,,,,,,,,
4106,*01cil*,Michael Brantley,OF,sfernand,34,231.03,89.5,4.7,0.312,0.466,0.361,0.365,0.154,81.0,100.0,74.0,36.0,86.0,39.0,26.0,53.0,64.0,99.0,18.0,99.0,25.0,89.5,4.7,,,,,,,,,,,,,,,,,,,
10472,*02h98*,Enrique Hernandez,"2B,OF",METS,30,231.26,90.8,5.8,0.253,0.455,0.346,0.342,0.202,68.0,51.0,67.0,67.0,66.0,60.0,49.0,77.0,66.0,67.0,70.0,60.0,59.0,90.8,5.8,,,,,,,,,,,,,,,,,,,
12703,*025hm*,Trevor Bauer,SP,Hit,30,234.09,,,,,,,,,,,,,,,,,,,,1.0,,,0.197,0.385,0.286,3.45,77.0,90.0,56.0,26.0,89.0,10.0,17.0,22.0,92.0,46.0,77.0,77.0,21.0,100.0,97.0
24580,*04pn3*,Josiah Gray,SP,METS,24,235.59,,,,,,,,,,,,,,,,,,,,,,,0.219,0.454,0.326,4.57,33.0,74.0,21.0,3.0,58.0,3.0,60.0,68.0,59.0,20.0,78.0,33.0,72.0,52.0,46.0
6153,*021n3*,Eduardo Escobar,"2B,3B",Pinstrip,33,235.87,87.0,6.3,0.249,0.454,0.328,0.31,0.205,50.0,42.0,66.0,70.0,30.0,70.0,55.0,14.0,20.0,54.0,37.0,56.0,59.0,87.0,6.3,,,,,,,,,,,,,,,,,,,
19913,*03nru*,Jesus Sanchez,OF,METS,24,236.97,,,0.244,0.482,0.337,0.314,0.238,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,
9256,*01s8p*,AJ Pollock,OF,Scavenge,34,238.31,90.3,8.1,0.285,0.501,0.362,0.346,0.217,83.0,90.0,83.0,76.0,70.0,60.0,73.0,72.0,82.0,65.0,26.0,53.0,69.0,90.3,8.1,,,,,,,,,,,,,,,,,,,
20191,*04eqa*,Garrett Whitlock,RP,lasmimis,25,238.96,,,,,,,,,,,,,,,,,,,,,,,0.228,0.333,0.266,2.96,90.0,64.0,85.0,91.0,86.0,95.0,74.0,63.0,74.0,86.0,63.0,90.0,86.0,20.0,
21992,*04k0w*,Camilo Doval,RP,lasmimis,24,240.5,,,,,,,,,,,,,,,,,,,,,,,0.199,0.329,0.26,2.83,,,,,,,,,,,,,99.0,98.0,
15351,*031f9*,Frank Schwindel,1B,lasmimis,29,242.85,86.9,6.2,0.27,0.451,0.329,0.318,0.181,,,,,,,,,,,,,32.0,86.9,6.2,,,,,,,,,,,,,,,,,,,
14854,*031dw*,Mike Yastrzemski,OF,FA,31,245.85,89.5,6.6,0.221,0.43,0.317,0.308,0.21,36.0,10.0,52.0,73.0,26.0,63.0,67.0,53.0,38.0,27.0,61.0,53.0,58.0,89.5,6.6,,,,,,,,,,,,,,,,,,,
12927,*02bq2*,Brandon Nimmo,OF,La Maqui,28,249.32,89.3,2.6,0.272,0.391,0.349,0.384,0.119,73.0,79.0,29.0,15.0,96.0,8.0,13.0,48.0,49.0,57.0,96.0,68.0,92.0,89.3,2.6,,,,,,,,,,,,,,,,,,,
22581,*04t3y*,Alejandro Kirk,C,METS,23,251.43,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
9785,*01sfj*,Kyle Seager,3B,sfernand,34,251.58,89.0,8.2,0.222,0.454,0.32,0.295,0.232,39.0,10.0,66.0,81.0,11.0,90.0,80.0,43.0,42.0,31.0,50.0,18.0,22.0,89.0,8.2,,,,,,,,,,,,,,,,,,,
25385,*04eee*,Drew Rasmussen,"SP,RP",Hit,26,251.87,,,,,,,,,,,,,,,,,,,,,,,0.246,0.366,0.294,3.65,71.0,40.0,67.0,85.0,59.0,82.0,4.0,1.0,52.0,52.0,44.0,71.0,95.0,89.0,74.0
19198,*025jv*,Yuli Gurriel,1B,La Maqui,37,252.1,89.8,2.6,0.271,0.386,0.326,0.347,0.115,49.0,77.0,26.0,13.0,71.0,18.0,10.0,61.0,56.0,98.0,63.0,97.0,51.0,89.8,2.6,,,,,,,,,,,,,,,,,,,
18030,*03qjv*,Harrison Bader,OF,FA,27,252.47,86.2,5.0,0.232,0.394,0.295,0.292,0.162,15.0,19.0,31.0,41.0,9.0,30.0,35.0,7.0,12.0,51.0,19.0,48.0,97.0,86.2,5.0,,,,,,,,,,,,,,,,,,,
19844,*041se*,Abraham Toro,"2B,3B",FA,25,253.2,86.8,5.6,0.246,0.413,0.321,0.321,0.167,41.0,39.0,42.0,46.0,43.0,34.0,39.0,12.0,18.0,89.0,41.0,89.0,76.0,86.8,5.6,,,,,,,,,,,,,,,,,,,
sa3005720,*04fhb*,Julio Rodriguez,OF,miche,21,255.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19734,*04oct*,Josh Rojas,"2B,SS,OF",FA,27,255.78,88.2,3.1,0.236,0.356,0.299,0.317,0.12,18.0,23.0,14.0,16.0,39.0,21.0,18.0,29.0,9.0,26.0,71.0,60.0,63.0,88.2,3.1,,,,,,,,,,,,,,,,,,,
13361,*02h8d*,Steven Matz,SP,W (Thu),30,255.82,,,,,,,,,,,,,,,,,,,,,,,0.253,0.396,0.31,4.09,52.0,30.0,50.0,66.0,56.0,61.0,72.0,58.0,39.0,76.0,21.0,52.0,71.0,36.0,33.0
19339,*041sg*,Nicky Lopez,SS,99 prob,26,256.24,86.8,0.5,0.239,0.304,0.282,0.312,0.065,6.0,27.0,2.0,1.0,32.0,1.0,1.0,12.0,4.0,96.0,47.0,93.0,79.0,86.8,0.5,,,,,,,,,,,,,,,,,,,
17606,*045kb*,Cristian Javier,"SP,RP",La Maqui,24,257.2,,,,,,,,,,,,,,,,,,,,,,,0.219,0.412,0.325,4.54,33.0,74.0,43.0,21.0,29.0,16.0,8.0,17.0,88.0,10.0,83.0,33.0,53.0,72.0,94.0
11265,*025g7*,Jonathan Schoop,"1B,2B",Scavenge,30,258.25,88.1,5.0,0.257,0.404,0.311,0.305,0.147,29.0,57.0,38.0,32.0,20.0,60.0,33.0,28.0,43.0,62.0,10.0,48.0,51.0,88.1,5.0,,,,,,,,,,,,,,,,,,,
11442,*01t9q*,Gary Sanchez,C,FA,29,259.08,89.5,8.2,0.228,0.452,0.336,0.328,0.224,60.0,16.0,63.0,78.0,53.0,68.0,86.0,53.0,56.0,14.0,85.0,20.0,20.0,89.5,8.2,,,,,,,,,,,,,,,,,,,
13265,*02i12*,Mike Zunino,C,SLG,30,259.44,90.7,13.1,0.22,0.535,0.355,0.305,0.315,77.0,8.0,91.0,98.0,20.0,84.0,100.0,75.0,79.0,0.0,54.0,1.0,29.0,90.7,13.1,,,,,,,,,,,,,,,,,,,
20521,*03qu7*,Nick Madrigal,2B,METS,24,259.53,,,0.263,0.328,0.289,0.313,0.064,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,
19966,*03z62*,Bobby Dalbec,1B,SLG,26,259.82,92.4,11.7,0.236,0.522,0.344,0.294,0.287,66.0,23.0,87.0,95.0,10.0,88.0,98.0,91.0,85.0,2.0,15.0,2.0,78.0,92.4,11.7,,,,,,,,,,,,,,,,,,,
19388,*041v6*,Tony Gonsolin,SP,Hit,27,260.17,,,,,,,,,,,,,,,,,,,,45.0,,,0.202,0.333,0.296,3.71,69.0,88.0,85.0,76.0,44.0,59.0,64.0,78.0,74.0,3.0,75.0,69.0,60.0,81.0,71.0
19979,*041wu*,Zach Plesac,SP,Pinstrip,26,260.69,,,,,,,,,,,,,,,,,,,,,,,0.255,0.456,0.325,4.54,33.0,28.0,19.0,15.0,62.0,21.0,12.0,15.0,8.0,86.0,26.0,33.0,41.0,11.0,2.0
11674,*01srb*,Jameson Taillon,SP,miche,30,260.76,,,,,,,,,,,,,,,,,,,,,,,0.229,0.4,0.304,3.92,58.0,62.0,47.0,39.0,73.0,43.0,48.0,33.0,48.0,65.0,52.0,58.0,62.0,85.0,84.0
13621,*027fx*,Jeimer Candelario,3B,Scavenge,28,260.89,88.7,6.1,0.278,0.465,0.357,0.358,0.187,78.0,83.0,74.0,58.0,82.0,70.0,56.0,38.0,37.0,48.0,70.0,61.0,56.0,88.7,6.1,,,,,,,,,,,,,,,,,,,
19959,*041r1*,Jesus Luzardo,SP,METS,24,261.49,,,,,,,,,,,,,,,,,,,,9.0,,,0.255,0.46,0.349,5.33,14.0,28.0,18.0,12.0,15.0,13.0,33.0,47.0,41.0,18.0,74.0,14.0,81.0,52.0,20.0
15467,*03111*,Marco Gonzales,SP,FA,29,263.28,,,,,,,,,,,,,,,,,,,,,,,0.257,0.485,0.341,5.06,19.0,25.0,8.0,4.0,44.0,6.0,66.0,64.0,16.0,67.0,11.0,19.0,3.0,27.0,25.0
6632,*01as6*,Carlos Carrasco,SP,sfernand,34,265.68,,,,,,,,,,,,,,,,,,,,,,,0.257,0.452,0.331,4.73,27.0,25.0,22.0,19.0,51.0,42.0,46.0,52.0,31.0,60.0,58.0,27.0,49.0,46.0,86.0
14350,*032pz*,Raimel Tapia,OF,FA,27,269.66,85.7,1.7,0.249,0.317,0.28,0.306,0.068,5.0,42.0,3.0,2.0,22.0,6.0,4.0,5.0,11.0,96.0,30.0,95.0,81.0,85.7,1.7,,,,,,,,,,,,,,,,,,,
21618,*04mn5*,Alec Bohm,3B,lasmimis,25,270.44,92.0,4.3,0.264,0.396,0.315,0.321,0.131,34.0,68.0,32.0,23.0,43.0,23.0,32.0,89.0,90.0,18.0,29.0,36.0,68.0,92.0,4.3,,,,,,,,,,,,,,,,,,,
sa3014504,*04yk2*,Spencer Torkelson,3B,Pinstrip,22,270.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14811,*03199*,Luke Voit,1B,La Maqui,30,271.03,,,0.252,0.498,0.36,0.339,0.246,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,
16939,*03dei*,Lane Thomas,OF,METS,26,271.51,,,0.232,0.379,0.319,0.339,0.146,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,
17859,*03aqz*,Adbert Alzolay,"SP,RP",Canha Ge,26,271.88,,,,,,,,,,,,,,,,,,,,8.0,,,0.249,0.452,0.327,4.6,31.0,36.0,22.0,14.0,59.0,15.0,36.0,56.0,58.0,76.0,55.0,31.0,51.0,54.0,75.0
14551,*02w16*,Anthony Santander,OF,Pinstrip,27,271.95,90.7,5.9,0.269,0.445,0.328,0.313,0.176,50.0,74.0,60.0,49.0,34.0,42.0,49.0,75.0,68.0,38.0,8.0,43.0,31.0,90.7,5.9,,,,,,,,,,,,,,,,,,,
9847,*01c1g*,Andrew McCutchen,OF,SLG,35,272.58,88.8,5.6,0.239,0.43,0.343,0.351,0.191,65.0,27.0,52.0,62.0,75.0,55.0,56.0,38.0,39.0,39.0,97.0,39.0,89.0,88.8,5.6,,,,,,,,,,,,,,,,,,,
2967,*025fx*,Tommy Pham,OF,miche,33,273.6,90.8,6.2,0.258,0.442,0.353,0.366,0.185,74.0,58.0,58.0,56.0,88.0,63.0,65.0,77.0,84.0,40.0,95.0,59.0,69.0,90.8,6.2,,,,,,,,,,,,,,,,,,,
19252,*041rv*,Cavan Biggio,3B,La Maqui,26,273.63,,,0.207,0.331,0.285,0.308,0.124,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,
19316,*031ey*,Eric Lauer,SP,sfernand,26,273.97,,,,,,,,,,,,,,,,,,,,,,,0.231,0.394,0.303,3.9,60.0,59.0,51.0,46.0,68.0,43.0,25.0,63.0,53.0,47.0,33.0,60.0,28.0,59.0,50.0
14993,*02buh*,Scott Barlow,RP,sfernand,29,276.15,,,,,,,,,,,,,,,,,,,,,,,0.215,0.354,0.283,3.37,79.0,79.0,76.0,69.0,75.0,45.0,60.0,65.0,86.0,37.0,95.0,79.0,79.0,65.0,54.0
16512,*031b3*,Isiah Kiner-Falefa,SS,Hit,26,276.91,85.5,1.5,0.267,0.349,0.291,0.309,0.082,13.0,71.0,12.0,3.0,28.0,8.0,3.0,4.0,6.0,95.0,1.0,95.0,75.0,85.5,1.5,,,,,,,,,,,,,,,,,,,
10123,*01fha*,Kyle Gibson,SP,FA,34,277.8,,,,,,,,,,,,,,,,,,,,13.0,,,0.241,0.368,0.302,3.87,61.0,47.0,66.0,79.0,49.0,90.0,51.0,46.0,28.0,47.0,40.0,61.0,27.0,45.0,46.0
10131,*01cdo*,Stephen Strasburg,SP,FA,33,278.29,,,,,,,,,,,,,,,,,,,,,,,0.246,0.451,0.352,5.44,,,,,,,,,,,,,27.0,16.0,82.0
22815,*04k22*,Luis Patino,SP,sfernand,22,278.51,,,,,,,,,,,,,,,,,,,,,,,0.243,0.425,0.318,4.33,40.0,44.0,34.0,29.0,49.0,40.0,25.0,33.0,38.0,43.0,44.0,40.0,84.0,86.0,68.0
12144,*01vja*,Max Kepler,OF,Pinstrip,28,279.89,89.8,7.3,0.255,0.452,0.347,0.347,0.197,71.0,54.0,63.0,65.0,71.0,68.0,71.0,61.0,61.0,62.0,77.0,64.0,60.0,89.8,7.3,,,,,,,,,,,,,,,,,,,
12572,*02bve*,Blake Treinen,RP,SLG,33,279.91,,,,,,,,,,,,,,,,,,,,,,,0.189,0.261,0.243,2.47,97.0,93.0,99.0,99.0,92.0,99.0,100.0,98.0,86.0,43.0,71.0,97.0,81.0,78.0,
14111,*02bv2*,Eric Haase,"C,OF",FA,29,282.14,90.9,8.4,0.235,0.463,0.322,0.291,0.228,42.0,21.0,72.0,79.0,8.0,55.0,86.0,79.0,84.0,5.0,22.0,4.0,72.0,90.9,8.4,,,,,,,,,,,,,,,,,,,
15491,*0310z*,J.P. Crawford,SS,FA,27,283.4,86.3,1.7,0.256,0.338,0.297,0.324,0.081,16.0,56.0,9.0,3.0,49.0,12.0,6.0,8.0,8.0,77.0,42.0,93.0,61.0,86.3,1.7,,,,,,,,,,,,,,,,,,,
12164,*01s9d*,Miguel Sano,1B,sfernand,28,284.82,93.4,9.6,0.215,0.439,0.322,0.305,0.223,42.0,5.0,57.0,78.0,20.0,86.0,97.0,97.0,99.0,2.0,78.0,2.0,39.0,93.4,9.6,,,,,,,,,,,,,,,,,,,
19352,*03aoy*,Sean Murphy,C,W (Thu),27,285.52,89.2,7.1,0.24,0.44,0.337,0.329,0.2,62.0,30.0,58.0,67.0,55.0,55.0,75.0,47.0,62.0,23.0,50.0,28.0,27.0,89.2,7.1,,,,,,,,,,,,,,,,,,,
15362,*0317o*,Jeff McNeil,"2B,OF",FA,29,286.12,88.1,3.3,0.255,0.385,0.313,0.323,0.13,32.0,54.0,26.0,23.0,47.0,14.0,15.0,28.0,17.0,94.0,22.0,87.0,49.0,88.1,3.3,,,,,,,,,,,,,,,,,,,
13896,*02n5v*,Chris Flexen,SP,METS,27,286.8,,,,,,,,,,,,,,,,,,,,,,,0.26,0.426,0.317,4.3,42.0,22.0,33.0,43.0,63.0,72.0,33.0,56.0,9.0,89.0,5.0,42.0,21.0,37.0,81.0
15454,*0316j*,Nick Pivetta,SP,lasmimis,28,287.84,,,,,,,,,,,,,,,,,,,,,,,0.22,0.386,0.301,3.84,64.0,73.0,56.0,43.0,65.0,43.0,29.0,35.0,69.0,29.0,38.0,64.0,75.0,62.0,85.0
10324,*01usi*,Marcell Ozuna,OF,FA,31,289.67,,,0.266,0.457,0.345,0.337,0.191,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,
19508,*03z61*,Kyle Lewis,OF,lasmimis,26,290.42,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,
16933,*03yx9*,Elieser Hernandez,SP,FA,26,290.85,,,,,,,,,,,,,,,,,,,,,,,0.248,0.47,0.328,4.63,30.0,38.0,14.0,7.0,63.0,8.0,18.0,42.0,50.0,80.0,31.0,30.0,17.0,24.0,
15015,*02yek*,Alex Reyes,RP,miche,27,290.89,,,,,,,,,,,,,,,,,,,,,,,0.185,0.304,0.29,3.55,75.0,95.0,94.0,85.0,36.0,91.0,82.0,81.0,87.0,1.0,95.0,75.0,91.0,72.0,88.0
9774,*029us*,Christian Vazquez,C,FA,31,291.95,86.3,2.0,0.234,0.335,0.274,0.286,0.102,3.0,20.0,7.0,10.0,5.0,8.0,6.0,8.0,9.0,75.0,19.0,89.0,19.0,86.3,2.0,,,,,,,,,,,,,,,,,,,
18331,*03adt*,James Kaprielian,SP,La Maqui,27,293.01,,,,,,,,,,,,,,,,,,,,,,,0.239,0.436,0.323,4.48,35.0,49.0,28.0,19.0,56.0,22.0,21.0,23.0,57.0,51.0,60.0,35.0,43.0,9.0,48.0
6562,*01seh*,Alex Cobb,SP,SLG,34,293.19,,,,,,,,,,,,,,,,,,,,,,,0.256,0.359,0.306,3.98,56.0,26.0,73.0,92.0,34.0,94.0,48.0,59.0,60.0,47.0,53.0,56.0,40.0,14.0,66.0
10047,*01s9f*,Wil Myers,OF,La Maqui,31,293.96,88.0,4.6,0.218,0.37,0.295,0.301,0.152,15.0,7.0,19.0,35.0,17.0,36.0,41.0,26.0,32.0,11.0,73.0,12.0,80.0,88.0,4.6,,,,,,,,,,,,,,,,,,,
11836,*025dq*,Taijuan Walker,SP,METS,29,294.99,,,,,,,,,,,,,,,,,,,,54.0,,,0.245,0.441,0.326,4.57,31.0,41.0,25.0,19.0,50.0,14.0,41.0,42.0,39.0,47.0,28.0,31.0,67.0,13.0,35.0
15161,*031cd*,Mitch Garver,C,SLG,30,295.55,,,0.256,0.546,0.387,0.361,0.29,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,
19569,*04aqc*,David Bednar,RP,lasmimis,27,296.06,,,,,,,,,,,,,,,,,,,,,,,0.189,0.304,0.247,2.55,97.0,93.0,94.0,87.0,94.0,82.0,82.0,92.0,94.0,54.0,87.0,97.0,92.0,62.0,51.0
22296,*0429m*,Joe Barlow,RP,Hit,26,298.63,,,,,,,,,,,,,,,,,,,,,,,0.203,0.352,0.284,3.39,,,,,,,,,,,,,69.0,53.0,18.0
19677,*04aok*,Gregory Soto,RP,Scavenge,26,299.23,,,,,,,,,,,,,,,,,,,,,,,0.199,0.33,0.294,3.65,72.0,89.0,87.0,76.0,41.0,62.0,41.0,71.0,77.0,2.0,81.0,72.0,99.0,83.0,
21318,*04ywk*,Tylor Megill,SP,W (Mon),26,299.62,,,,,,,,,,,,,,,,,,,,1.0,,,0.221,0.413,0.301,3.84,60.0,72.0,42.0,22.0,83.0,14.0,29.0,25.0,66.0,69.0,47.0,60.0,72.0,30.0,16.0
20536,*03yxd*,Vidal Brujan,2B,miche,23,300.16,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,
sa3011468,*04y44*,Josh Jung,3B,Hit,23,301.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17874,*03bin*,Nestor Cortes Jr.,"SP,RP",99 prob,27,302.08,,,,,,,,,,,,,,,,,,,,,,,0.213,0.37,0.281,3.32,83.0,80.0,65.0,51.0,90.0,54.0,46.0,68.0,77.0,73.0,29.0,83.0,7.0,56.0,
13602,*02mws*,Patrick Wisdom,3B,Pinstrip,30,303.56,,,0.216,0.46,0.321,0.291,0.244,41.0,6.0,71.0,86.0,8.0,49.0,93.0,83.0,92.0,0.0,43.0,0.0,76.0,,,,,,,,,,,,,,,,,,,,,
15010,*0310k*,Corey Knebel,RP,SLG,30,304.61,,,,,,,,,,,,,,,,,,,,,,,0.201,0.318,0.263,2.9,,,,,,,,,,,,,88.0,85.0,87.0
19262,*041qk*,Garrett Hampson,"2B,OF",FA,27,304.65,87.0,3.4,0.235,0.372,0.29,0.291,0.137,11.0,21.0,21.0,27.0,8.0,21.0,19.0,14.0,11.0,32.0,19.0,61.0,99.0,87.0,3.4,,,,,,,,,,,,,,,,,,,
7739,*01s99*,Travis d'Arnaud,C,FA,32,306.25,,,0.248,0.406,0.312,0.309,0.158,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,
13449,*02n3l*,Taylor Rogers,RP,miche,31,306.26,,,,,,,,,,,,,,,,,,,,,,,0.212,0.321,0.247,2.55,,,,,,,,,,,,,84.0,11.0,
20099,*03qne*,Chris Paddack,SP,Scavenge,26,308.64,,,,,,,,,,,,,,,,,,,,,,,0.274,0.459,0.331,4.73,27.0,13.0,18.0,28.0,53.0,37.0,13.0,20.0,35.0,95.0,37.0,27.0,75.0,42.0,16.0
21224,*0425t*,Bailey Ober,SP,Canha Ge,26,308.71,,,,,,,,,,,,,,,,,,,,,,,0.252,0.461,0.326,4.57,33.0,31.0,18.0,10.0,74.0,20.0,41.0,24.0,61.0,94.0,38.0,33.0,33.0,35.0,28.0
17992,*03qlw*,David Fletcher,"2B,SS",sfernand,27,311.67,82.3,0.0,0.271,0.319,0.279,0.306,0.048,4.0,77.0,4.0,0.0,22.0,0.0,0.0,1.0,0.0,100.0,4.0,100.0,66.0,82.3,0.0,,,,,,,,,,,,,,,,,,,
19950,*03pzn*,Andres Gimenez,"2B,SS",FA,23,312.43,,,0.21,0.318,0.268,0.276,0.108,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,
15223,*0316t*,Adam Frazier,2B,99 prob,30,314.46,85.4,0.8,0.287,0.374,0.323,0.352,0.088,43.0,90.0,23.0,5.0,76.0,2.0,2.0,3.0,2.0,98.0,30.0,98.0,53.0,85.4,0.8,,,,,,,,,,,,,,,,,,,
1943,*0005k*,Zack Greinke,SP,Canha Ge,38,315.06,,,,,,,,,,,,,,,,,,,,,,,0.266,0.431,0.32,4.39,38.0,17.0,30.0,45.0,59.0,68.0,60.0,74.0,11.0,92.0,18.0,38.0,7.0,45.0,36.0
13394,*02hhd*,Dylan Floro,RP,Canha Ge,31,315.43,,,,,,,,,,,,,,,,,,,,,,,0.236,0.358,0.291,3.57,73.0,53.0,74.0,83.0,60.0,85.0,94.0,91.0,47.0,35.0,25.0,73.0,57.0,40.0,
13338,*043f8*,Omar Narvaez,C,99 prob,29,316.26,84.6,3.6,0.235,0.369,0.304,0.318,0.134,23.0,21.0,19.0,26.0,40.0,18.0,20.0,2.0,3.0,66.0,55.0,59.0,19.0,84.6,3.6,,,,,,,,,,,,,,,,,,,
21524,*04mn4*,Joey Bart,C,lasmimis,25,316.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13892,*02n2x*,Paul Sewald,RP,La Maqui,31,316.85,,,,,,,,,,,,,,,,,,,,,,,0.182,0.361,0.262,2.87,92.0,95.0,71.0,33.0,94.0,2.0,60.0,36.0,99.0,38.0,97.0,92.0,33.0,90.0,
10556,*025gz*,Cesar Hernandez,2B,sfernand,31,317.44,87.4,4.7,0.241,0.384,0.309,0.317,0.143,26.0,30.0,26.0,29.0,39.0,49.0,33.0,19.0,16.0,51.0,57.0,70.0,89.0,87.4,4.7,,,,,,,,,,,,,,,,,,,
10323,*022vt*,Rafael Ortega,OF,FA,30,317.71,88.3,3.9,0.251,0.38,0.31,0.324,0.128,,,,,,,,,,,,,61.0,88.3,3.9,,,,,,,,,,,,,,,,,,,
